#numero_de momentos
25																																
#numero_de_momentos al año (4=trimestres, 2:semestres)																														
4																																
#numero_de_tallas																																
33																																
#Año	Id	RECLAS	cvR	nmR	PELACES	cvP	nmP	MPH	cvMPH	CPUE	cv_cpue	Desemb	cvD	nmF
1999.4	24	0	0.2	15	0	0.2	15	0	0.3	0	0.3	50	0.05	30
2000.1	25	253	0.2	15	0	0.2	15	0	0.3	0	0.3	258	0.05	30
2000.2	26	0	0.2	15	0	0.2	15	0	0.3	0	0.3	121	0.05	30
2000.3	27	0	0.2	15	0	0.2	15	0	0.3	0	0.3	10	0.05	30
2000.4	28	0	0.2	15	0	0.2	15	0	0.3	0	0.3	44	0.05	30
2001.1	29	568	0.2	15	0	0.3	15	0	0.3	0	0.3	218	0.05	30
2001.2	30	0	0.2	15	0	0.3	15	0	0.3	0	0.3	47	0.05	30
2001.3	31	0	0.2	15	0	0.3	15	0	0.3	0	0.3	13	0.05	30
2001.4	32	0	0.2	15	0	0.3	15	0	0.3	0	0.3	47	0.05	30
2002.1	33	845	0.2	15	0	0.3	15	0	0.3	0	0.3	240	0.05	30
2002.2	34	0	0.2	15	0	0.3	15	0	0.3	0	0.3	61	0.05	30
2002.3	35	0	0.2	15	0	0.3	15	0	0.3	0	0.3	18	0.05	30
2002.4	36	0	0.2	15	0	0.3	15	0	0.3	0	0.3	28	0.05	30
2003.1	37	478	0.2	15	0	0.3	15	0	0.3	0	0.3	119	0.05	30
2003.2	38	0	0.2	15	174	0.3	15	0	0.3	0	0.3	122	0.05	30
2003.3	39	0	0.2	15	0	0.3	15	0	0.3	0	0.3	48	0.05	30
2003.4	40	0	0.2	15	0	0.3	15	0	0.3	0	0.3	15	0.05	30
2004.1	41	351	0.2	15	0	0.3	15	0	0.3	0	0.3	178	0.05	30
2004.2	42	0	0.2	15	0	0.3	15	0	0.3	0	0.3	130	0.05	30
2004.3	43	0	0.2	15	0	0.3	15	0	0.3	0	0.3	17	0.05	30
2004.4	44	0	0.2	15	0	0.3	15	0	0.3	0	0.3	30	0.05	30
2005.1	45	340	0.2	15	0	0.3	15	0	0.3	0	0.3	126	0.05	30
2005.2	46	0	0.2	15	1457	0.3	15	0	0.3	0	0.3	93	0.05	30
2005.3	47	0	0.2	15	0	0.3	15	0	0.3	0	0.3	22	0.05	30
2005.4	48	0	0.2	15	0	0.3	15	0	0.3	0	0.3	48	0.05	30
2006.1	49	2178	0.2	15	0	0.3	15	0	0.3	0	0.3	219	0.05	30
2006.2	50	0	0.2	15	553	0.3	15	0	0.3	0	0.3	113	0.05	30
2006.3	51	0	0.2	15	0	0.3	15	0	0.3	0	0.3	36	0.05	30
2006.4	52	0	0.2	15	0	0.3	15	0	0.3	0	0.3	73	0.05	30
2007.1	53	2134	0.2	15	0	0.3	15	0	0.3	0	0.3	154	0.05	30
2007.2	54	0	0.2	15	189	0.3	15	0	0.3	0	0.3	50	0.05	30
2007.3	55	0	0.2	15	0	0.3	15	0	0.3	0	0.3	14	0.05	30
2007.4	56	0	0.2	15	0	0.3	15	0	0.3	0	0.3	64	0.05	30
2008.1	57	4813	0.2	15	0	0.3	15	0	0.3	0	0.3	371	0.05	30
2008.2	58	0	0.2	15	0	0.3	15	0	0.3	0	0.3	278	0.05	30
2008.3	59	0	0.2	15	0	0.3	15	0	0.3	0	0.3	11	0.05	30
2008.4	60	0	0.2	15	0	0.3	15	0	0.3	0	0.3	136	0.05	30
2009.1	61	1556	0.2	15	0	0.3	15	0	0.3	0	0.3	539	0.05	30
2009.2	62	0	0.2	15	992	0.3	15	0	0.3	0	0.3	139	0.05	30
2009.3	63	0	0.2	15	0	0.3	15	0	0.3	0	0.3	109	0.05	30
2009.4	64	0	0.2	15	0	0.3	15	0	0.3	0	0.3	924	0.05	30
2010.1	65	2624	0.2	15	0	0.3	15	0	0.3	0	0.3	136	0.05	30
2010.2	66	0	0.2	15	2468	0.3	15	0	0.3	0	0.3	319	0.05	30
2010.3	67	0	0.2	15	0	0.3	15	0	0.3	0	0.3	58	0.05	30
2010.4	68	0	0.2	15	0	0.3	15	398	0.3	0	0.3	237	0.05	30
2011.1	69	3217	0.2	15	0	0.3	15	0	0.3	0	0.3	335	0.05	30
2011.2	70	0	0.2	15	1416	0.3	15	0	0.3	0	0.3	272	0.05	30
2011.3	71	0	0.2	15	0	0.3	15	0	0.3	0	0.3	61	0.05	30
2011.4	72	0	0.2	15	0	0.3	15	0	0.3	0	0.3	218	0.05	30
2012.1	73	3843	0.2	15	0	0.3	15	0	0.3	0	0.3	87	0.05	30
2012.2	74	0	0.2	15	1217	0.3	15	0	0.3	0	0.3	309	0.05	30
2012.3	75	0	0.2	15	0	0.3	15	0	0.3	0	0.3	52	0.05	30
2012.4	76	0	0.2	15	0	0.3	15	0	0.3	0	0.3	219	0.05	30
2013.1	77	1133	0.2	15	0	0.3	15	0	0.3	0	0.3	79	0.05	30
2013.2	78	0	0.2	15	2296	0.3	15	0	0.3	0	0.3	52	0.05	30
2013.3	79	0	0.2	15	0	0.3	15	0	0.3	0	0.3	33	0.05	30
2013.4	80	0	0.2	15	0	0.3	15	0	0.3	0	0.3	72	0.05	30
2014.1	81	3079	0.2	15	0	0.3	15	0	0.3	0	0.3	213	0.05	30
2014.2	82	0	0.2	15	1806	0.3	15	0	0.3	0	0.3	209	0.05	30
2014.3	83	0	0.2	15	0	0.3	15	0	0.3	0	0.3	42	0.05	30
2014.4	84	0	0.2	15	0	0.3	15	0	0.3	0	0.3	82	0.05	30
2015.1	85	1972	0.2	15	0	0.3	15	0	0.3	0	0.3	95	0.05	30
2015.2	86	0	0.2	15	2440	0.3	15	0	0.3	0	0.3	186	0.05	30
2015.3	87	0	0.2	15	0	0.3	15	0	0.3	0	0.3	17	0.05	30
2015.4	88	0	0.2	15	0	0.3	15	0	0.3	0	0.3	137	0.05	30
2016.1	89	2033	0.2	15	0	0.3	15	0	0.3	0	0.3	231	0.05	30
2016.2	90	0	0.2	15	1483	0.3	15	0	0.3	0	0.3	184	0.05	30
2016.3	91	0	0.2	15	0	0.3	15	0	0.3	0	0.3	39	0.05	30
2016.4	92	0	0.2	15	0	0.3	15	0	0.3	0	0.3	98	0.05	30
2017.1	93	2025	0.2	15	0	0.3	15	0	0.3	0	0.3	190	0.05	30
2017.2	94	0	0.2	15	1565	0.3	15	0	0.3	0	0.3	78	0.05	30
2017.3	95	0	0.2	15	0	0.3	15	0	0.3	0	0.3	1	0.05	30
2017.4	96	0	0.2	15	0	0.3	15	0	0.3	0	0.3	63	0.05	30
2018.1	97	2424	0.2	15	0	0.3	15	0	0.3	0	0.3	145	0.05	30
2018.2	98	0	0.2	15	1578	0.3	15	0	0.3	0	0.3	131	0.05	30
2018.3	99	0	0.2	15	0	0.3	15	0	0.3	0	0.3	2	0.05	30
2018.4	100	0	0.2	15	0	0.3	15	0	0.3	0	0.3	67	0.05	30


#grupos_de_Tallas																																
3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19
																																
#num de frecs de tallas																																
70																																
#Id de las frecs de tallas																																
29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61				
62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	88	89	90	91	92	93	94	95	96	97	98	100
#frecuencias																																
0	0	0	11	66	209	660	2020	3940	7262	9842	12585	11919	9954	7291	4457	2377	1837	1948	1294	1123	1331	1723	1571	1051	731	489	137	46	23	3	0	0
0	0	0	0	0	0	11	25	215	487	963	1904	3594	6597	7302	6161	4603	2660	1486	698	548	691	1299	1593	1145	669	408	140	14	7	0	0	0
0	0	0	0	0	0	0	0	0	2	7	14	48	130	258	307	361	332	374	249	116	110	219	395	342	133	30	10	2	0	0	0	0
0	0	31	94	218	846	1290	844	234	111	29	56	153	473	632	796	1217	1551	1861	2104	1981	1214	873	1725	1866	1317	419	75	15	0	0	0	0
0	0	0	0	8	46	287	865	2398	5740	8949	13405	12050	10599	7108	3903	1264	894	2822	3978	3284	2810	2698	1962	914	607	295	100	25	0	0	0	0
0	0	0	0	0	0	0	0	48	180	1295	2787	4238	6120	7757	9021	5191	1918	767	1193	2068	2859	5653	8260	6750	4747	2901	851	162	0	0	0	0
0	0	0	0	0	16	43	85	96	168	282	420	473	892	1619	2367	2000	1097	445	336	402	647	947	1124	1004	658	348	85	12	1	0	0	0
0	0	0	2	16	31	55	61	40	36	18	15	24	31	61	91	134	133	80	61	84	153	224	289	276	214	112	35	5	0	0	0	0
0	0	0	21	565	2451	4668	6018	8049	11244	13785	15644	11547	9330	7092	4958	3553	4854	10727	13385	12229	7016	5653	5378	5102	2913	1074	441	83	0	0	0	0
0	0	0	0	0	0	363	1223	3337	7269	7765	8459	9351	12027	13580	15001	14638	10342	7765	10012	15761	14869	9186	7567	7567	6311	3304	628	132	0	0	0	0
0	0	0	0	39	64	296	707	1891	2727	3498	3845	3974	4681	4823	4771	5286	5929	5427	3768	3473	4244	3408	2289	2019	1286	476	90	13	26	0	0	0
0	0	0	0	12	212	1248	1578	1066	1087	1036	909	691	530	566	772	1039	1290	1517	1239	945	1024	857	621	430	294	121	58	15	0	0	0	0
0	0	0	0	0	0	88	177	1214	4016	6642	11188	13770	22177	28180	36742	22222	15403	14322	19507	22530	20434	13086	7503	4612	4127	2295	684	44	0	22	0	0
0	0	0	0	0	0	0	377	1069	2453	3019	4466	7988	13208	20567	26794	31259	26165	17234	13208	14026	8805	6415	2830	377	189	63	0	0	0	0	0	0
0	0	0	0	0	0	0	37	0	0	0	111	572	1567	1973	1567	3227	4186	5384	4389	3799	2416	1475	922	258	18	18	0	0	0	0	0	0
0	0	0	5	201	762	1396	1322	825	402	132	48	85	63	74	143	238	629	2158	4200	7140	7965	6188	3004	587	169	16	0	0	0	0	0	0
0	0	0	0	0	0	0	0	32	161	402	1479	6366	15417	26558	35030	38567	30850	18520	9710	7395	9598	17443	20899	10884	1801	177	64	32	0	0	0	0
0	0	0	0	0	0	0	0	50	0	353	857	1160	2320	8170	14323	27285	30714	33286	16391	11196	9381	18812	26276	17601	3984	303	101	0	0	0	0	0
0	0	0	0	40	0	0	0	40	40	120	721	2424	3185	4447	7892	9575	6149	3926	3325	2824	1783	2624	4547	3145	1202	220	220	401	180	0	0	0
0	0	0	33	208	395	1064	2051	3685	2676	1108	351	143	625	1590	2259	2983	3104	3082	3137	4080	4902	5648	5659	5286	2687	504	99	0	0	0	0	0
0	0	0	43	632	2483	5250	10059	12320	13206	12342	9837	7357	7008	9165	6703	2464	768	380	285	285	356	553	646	562	252	63	29	4	2	0	0	0
0	0	0	0	0	0	29	372	1861	3464	9446	21211	32718	31373	36583	34150	16459	5153	1174	258	544	401	1116	1059	887	429	200	57	0	0	0	0	0
0	0	0	0	0	0	5	0	5	16	261	1250	3289	5832	7705	9200	7290	5247	4321	3022	1261	639	708	1006	1490	974	341	59	5	0	0	0	0
0	0	0	61	79	258	726	599	293	92	70	118	761	2405	6966	10446	12392	12121	14343	16105	12816	6117	2130	1605	2029	1718	700	210	13	4	0	0	0
0	0	0	0	0	49	286	663	941	1244	2734	5149	10068	14308	18753	18532	17026	20562	27953	22502	18581	15380	10428	5394	2947	2857	1940	704	41	0	82	65	16
0	0	0	0	0	0	0	30	0	179	568	1316	4248	5564	8226	13371	13879	13401	21567	29344	35117	36762	31737	17379	9063	9422	4636	1855	479	179	0	0	0
0	0	0	0	0	0	0	3	10	14	24	24	41	180	321	570	870	1095	1534	1986	2197	2318	2998	2977	2200	1858	864	283	79	114	45	45	35
0	0	6	35	162	468	1256	1898	1651	1186	930	1050	783	488	327	188	215	318	815	2271	5075	9550	14496	14152	7714	3990	1680	686	103	12	0	0	0
0	0	0	10	76	336	571	1146	1673	2251	2710	3411	3431	5488	6766	6187	3239	1396	453	349	462	705	1140	1721	2104	1547	556	117	10	6	0	0	0
0	0	0	0	21	117	559	1952	4848	8634	12634	18144	20854	26502	34474	26295	17096	8344	2331	862	1290	2655	6710	10868	14572	9869	2924	690	145	55	14	0	0
0	0	0	0	0	0	0	9	20	39	64	229	477	1030	1289	1018	607	296	130	180	50	82	91	95	93	121	91	59	27	5	0	0	0
0	0	1	34	64	114	96	207	336	260	164	311	545	1342	3247	4898	6807	6164	4757	3339	1694	1076	964	1550	2627	2746	1189	311	57	13	0	0	0
0	0	0	0	10	113	640	2047	3831	5443	6051	6652	5735	4962	3175	1916	1850	1895	2492	2441	2180	1444	988	687	564	692	481	141	17	1	0	0	0
0	0	0	0	60	213	1020	3000	4660	6941	11234	21208	32356	40643	31089	18248	10701	8607	9441	8741	7407	5120	2574	1540	867	833	440	33	7	0	0	0	0
0	0	0	0	0	0	63	127	457	584	1787	4784	7901	11159	11412	8830	8520	9878	11602	11757	8562	5059	2455	915	851	718	345	84	14	0	0	0	0
0	0	0	0	8	142	268	118	229	411	750	1058	1935	4233	8402	13740	16441	16086	15959	17720	18202	19489	14388	8142	5401	4785	2732	979	95	24	0	0	0
0	0	0	0	3	8	24	50	154	361	501	754	1584	1953	1235	795	728	841	847	618	443	347	333	209	143	106	48	22	2	0	0	0	0
0	0	0	0	0	23	102	546	1522	4794	8790	11551	18130	23373	16443	9777	7898	7754	7016	5596	3902	3028	2606	1714	960	806	633	147	15	4	0	0	0
0	0	0	0	0	0	0	1	7	36	97	142	320	497	450	322	260	228	198	207	212	210	136	121	51	42	31	9	1	0	0	0	0
0	0	23	98	228	553	948	1409	978	696	366	233	139	170	297	534	830	1028	1184	1308	1483	1455	1283	1011	514	320	176	72	15	1	0	0	0
0	0	0	2	13	16	25	97	253	807	2535	5666	7413	8305	5812	4053	2072	1216	783	677	640	472	243	134	74	47	27	19	1	0	0	0	0
0	0	0	0	0	14	25	162	727	1799	5362	12956	19409	16418	8580	5765	3264	2652	2242	1749	1328	893	511	245	104	50	18	4	0	4	0	0	0
0	0	0	0	0	0	0	2	15	56	164	386	583	582	404	319	159	125	101	125	147	228	353	320	243	173	53	13	1	0	0	0	0
0	0	0	0	1	0	0	1	1	9	21	18	36	124	330	551	721	699	584	478	357	305	284	257	139	75	21	7	1	0	0	0	0
0	0	0	1	5	28	101	326	418	599	839	927	578	381	328	316	192	145	135	140	106	63	40	28	15	9	4	1	0	0	0	0	0
0	0	0	2	36	246	992	2362	3441	3498	3735	3215	2919	2231	1637	1126	1038	903	843	1233	1427	1057	853	518	232	113	45	20	13	4	6	1	0
0	0	0	0	1	7	29	80	191	276	348	295	241	154	112	77	64	55	78	160	291	330	324	207	88	27	10	1	0	0	0	0	0
0	2	8	26	101	210	261	338	232	130	104	97	155	327	668	1038	1352	1610	1777	1597	1496	1589	2169	1769	854	295	70	10	0	0	0	0	0
0	0	0	0	0	0	0	5	24	103	395	712	1111	1331	1379	1302	928	1127	2108	2496	2342	1500	1376	1258	833	272	53	5	4	0	0	0	0
0	0	0	0	0	0	0	0	0	1	8	47	152	337	592	818	819	1014	1397	1663	1364	779	635	582	340	135	29	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	10	10	16	24	40	51	62	62	63	31	10	1	0	0	0	0	0	0
0	0	1	4	22	62	98	134	154	126	85	56	35	19	8	7	15	25	35	92	273	616	896	721	371	170	32	4	0	0	0	0	0
0	0	0	1	8	31	64	95	115	121	150	240	446	750	1018	1203	1176	868	416	217	160	195	238	265	205	103	42	9	1	0	0	0	0
0	0	0	0	0	3	13	52	237	509	891	1335	2333	3445	4683	5733	5128	4297	2485	1385	541	503	544	548	561	517	254	98	31	0	0	0	0
0	0	0	0	0	0	0	1	3	5	6	9	18	34	44	56	58	55	43	29	15	14	23	36	42	39	15	4	1	0	0	0	0
0	0	0	0	0	1	9	8	11	14	16	9	6	8	17	40	87	163	270	347	366	296	173	146	182	177	112	39	5	0	0	0	0
0	0	1	3	11	30	67	131	170	187	160	105	45	23	15	21	29	38	53	63	94	117	122	91	50	33	18	6	1	0	0	0	0
0	0	0	0	3	41	381	1307	3097	4773	5840	5802	4208	2784	1308	954	645	721	759	765	833	1006	943	788	518	391	211	73	10	5	0	0	0
0	0	0	2	0	1	2	17	54	79	52	100	225	348	613	823	1040	1033	952	867	1008	1238	1510	1642	1968	2189	1476	645	159	26	2	0	0
0	0	0	0	1	5	33	67	110	293	566	1000	1111	984	872	977	1346	2343	3447	3134	2516	2080	2367	2524	2257	1578	1047	540	117	25	1	0	0
0	0	0	0	4	7	38	57	92	95	133	189	378	687	782	866	1425	2054	2497	2174	1795	1474	1585	1693	1419	993	482	227	34	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	9	14	27	78	145	203	210	208	220	245	310	272	206	92	40	5	0	0	0	0
0	0	5	34	82	232	566	835	622	560	315	182	60	24	14	31	65	140	309	435	584	645	786	871	844	717	437	253	80	19	3	1	0
0	0	0	6	11	49	82	110	213	329	533	719	905	1204	1608	1594	865	397	196	216	391	537	578	610	614	430	236	96	24	7	0	0	0
0	0	0	0	0	0	0	2	7	33	112	290	512	934	1370	2103	2263	1760	898	455	406	544	667	548	428	264	147	72	18	0	0	0	0
0	0	0	0	0	0	2	4	3	6	38	44	62	99	164	215	249	262	188	122	68	63	50	45	44	41	20	7	2	0	0	0	0
0	0	0	2	5	34	316	1114	884	375	146	121	80	171	295	715	1373	2053	2776	2892	2898	2419	1823	1369	1044	787	404	139	33	6	0	0	0
13	52	14	3	14	50	131	255	313	276	414	773	1078	1213	1408	1468	967	630	452	550	745	875	798	537	356	190	104	39	12	2	0	1	0
0	0	0	0	0	0	1	19	32	84	215	465	977	1886	2652	3145	2635	1784	1002	617	543	664	964	831	610	354	156	71	16	1	0	0	0
0	0	0	0	0	0	0	0	0	0	52	135	343	487	687	913	1357	1560	1861	2697	3288	2616	1932	1406	948	693	306	93	22	3	0	0	0
																																
#	Frecuencia	de	tallas	de	RECLAS																											
#num de frecs de tallas																																
19																																
#Id de las frecs de tallas																																
25	29	33	37	41	45	49	53	57	61	65	69	73	77	81	85	89	93	97														
																																
0	0	18.929	53.316	196.706	428.49	207.947	68.119	21.19	4.832	0.355	0.071	0	0.025	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3.813	26.866	134.143	84.996	58.36	54.523	85.816	104.879	127.336	138.847	112.829	47.454	13.165	3.894	1.353	0.015	0	0.587	0.15	0.241	0.224	0.454	0.034	0.01	0	0.009	0	0	0	0	0	0
0	0	0	0	0.227	1.267	14.667	61.139	163.12	208.465	212.328	145.286	93.459	29.592	1.983	0.004	0.978	1.438	4.183	3.003	6.519	7.678	17.301	7.069	7.526	7.884	3.22	1.666	0	0	0	0	0
4.062	5.901	13.44	10.62	7.378	3.631	6.951	20.333	56.737	79.672	55.213	55.781	37.152	31.914	24.921	40.24	69.448	103.374	103.174	101.925	68.506	39.993	13.646	9.217	4.957	9.711	11.142	8.446	2.205	0.16	0.151	0	0
0	0	0	0	1.892	4.043	55.891	70.672	116.295	164.02	189.618	144.464	93.992	56.986	32.783	11.175	13.19	14.208	10.856	7.952	6.439	2.404	1.411	0.926	0.682	0.1	0	0	0	0	0	0	0
0	0	0	0	6.542	5.479	19.233	16.165	48.256	53.211	114.344	82.202	95.213	61.173	42.223	19.193	4.423	1.106	2.784	6.589	47.098	100.166	164.446	86.808	20.901	1.75	0.377	0.233	0.066	0.021	0	0	0
0	8.117	26.143	27.385	58.155	106.92	161.444	166.255	120.769	63.464	69.979	67.396	39.555	20.733	7.141	3.157	0.769	0.596	1.075	1.46	2.396	3.225	7.827	15.111	10.983	7.429	2.125	0.349	0.041	0	0	0	0
0	0	0	0.164	0.801	3.562	11.091	13.743	18.714	26.074	16.895	12.278	12.83	16.031	3.76	9.365	36.251	85.737	109.964	102.556	148.389	106.699	44.449	42.013	82.163	73.673	21.494	1.302	0	0	0	0	0
0	0	3.579	4.34	7.378	6.814	19.46	42.438	76.736	111.767	126.964	156.377	162.166	54.465	27.613	8.413	1.396	0.169	0.155	0.929	4.294	13.632	36.868	65.95	44.406	18.315	4.302	1.073	0	0	0	0	0
0	0.549	5.73	11.857	16.755	57.174	111.79	207.932	212.633	131.969	25.707	11.92	6.356	3.384	8.993	27.33	66.294	45.415	29.558	10.799	3.205	1.263	0.493	0.592	0.695	1.128	0.421	0.06	0	0	0	0	0
42.624	127.907	139.823	58.43	101.71	176.228	107.434	59.12	44.969	40.666	24.645	8.818	4.189	0.231	0.642	6.424	19.053	14.932	9.195	3.285	2.495	2.56	1.584	1.363	0.584	0.542	0.348	0.199	0	0	0	0	0
0	0.152	0	0.354	4.097	28.374	138.274	301.788	235.769	149.871	54.349	35.591	24.458	9.296	3.801	4.828	6.447	1.771	0.363	0.358	0.026	0.021	0.001	0.007	0	0	0.006	0	0	0	0	0	0
5.672	17.138	46.667	50.732	124.777	189.039	179.808	187.518	85.497	41.581	6.887	5.611	20.533	10.05	4.014	0.469	0.639	2.143	7.001	4.28	2.73	2.413	1.62	1.438	0.771	0.598	0.322	0.054	0	0	0	0	0
1.269	19.9	43.406	18.243	4.566	9.129	19.242	17.808	26.321	31.096	31.352	22.53	5.758	11.709	21.613	42.613	102.925	131.972	140.752	81.587	62.531	44.965	55.085	37.867	11.179	3.708	0.873	0	0	0	0	0	0
44.379	87.723	131.269	104.068	64.765	41.916	37.689	61.658	80.562	81.834	76.162	57.623	41.968	26.122	16.999	8.705	2.703	1.611	3.458	4.966	6.001	6.748	4.951	3.282	2.314	0.522	0	0	0	0	0	0	0
136.661	298.279	243.738	90.876	37.085	14.316	1.704	0.129	0.661	3.912	4.562	4.366	1.965	2.187	3.395	3.355	8.984	11.14	14.869	24.79	26.093	25.541	17.072	12.115	6.711	3.194	1.551	0.606	0.143	0	0	0	0
20.112	40.544	36.141	22.381	12.22	19.741	38.963	42.319	31.887	35.462	82.131	107.414	43.062	5.859	5.288	23.053	54.055	69.083	89.128	60.811	30.995	20.971	21.36	26.735	27.317	23.209	7.284	2.03	0.443	0	0	0	0
0	0	1.364	1.337	13.102	40.471	81.909	115.831	109.703	165.268	141.48	79.071	30.952	21.014	13.815	4.781	5.817	13.004	27.198	27.334	20.06	19.826	17.433	17.081	18.897	10.384	2.277	0.592	0	0	0	0	0
52.49	128.135	47.428	33.146	37.771	62.259	69.107	91.425	88.581	84.596	61.852	60.433	48.812	21.763	7.667	1.624	1.042	4.56	8.636	15.436	22.485	22.65	15.007	7.408	3.562	1.664	0.287	0.142	0.032	0	0	0	0
																																
																																
#	Frecuencia	de	tallas	de	PELACES																											
#num de frecs de tallas																																
14																																
#Id de las frecs de tallas																																
38	46	50	54	62	66	70	74	78	82	86	90	94	98																			
																																
0	0	0	8.607	0	0	0.201	4.125	12.879	8.37	27.001	101.431	158.153	152.868	127.9	109.287	109.42	83.101	57.919	23.842	7.145	4.626	1.262	1.011	0.491	0.154	0.144	0.062	0	0	0	0	0
0	0	0	0	0	0	0	0	0.248	0.431	0.379	2.015	4.492	6.272	21.712	43.202	80.834	129.726	134.992	76.133	66.717	78.983	141.779	132.679	71.434	7.136	0.837	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.426	8.763	41.37	45.053	74.58	62.294	62.682	61.371	82.732	125.498	122.649	94.578	69.704	54.587	29.411	21.589	21.375	10.199	6.005	0.134	0	0	0
0	0	0	0	0	0	0	3.6	25.105	48.05	140.153	205.848	193.04	144.699	116.672	76.091	34.224	9.505	1.849	0.857	0	0	0	0.163	0	0.144	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.113	0.426	27.58	70.069	70.843	156.401	174.672	174.007	160.184	82.434	48.02	28.312	4.923	2.016	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.01	0.404	1.222	1.722	1.771	26.913	70.343	194.644	189.557	159.762	64.821	31.415	38.445	29.229	34.524	31.337	19.43	10.68	14.336	35.935	27.954	13.816	1.727	0	0	0	0	0
0	0	0	0	2.111	13.606	75.57	200.479	177.729	52.743	37.333	31.89	14.252	14.965	16.656	21.797	79.869	67.773	52.881	40.131	22.463	35.773	22.507	8.813	8.552	1.359	0.746	0	0	0	0	0	0
0	0	0	0	0	0	0.001	0.055	5.009	0.946	24.36	138.947	330.667	221.403	137.943	70.775	43.792	13.167	5.254	4.776	2.764	0.094	0.011	0.022	0.009	0.003	0	0	0	0	0	0	0
0	0	0	0.867	2.841	9.485	51.275	133.035	257.849	225.252	132.002	55.329	51.979	54.069	17.753	4.351	1.593	1.465	0.405	0.125	0.116	0.108	0.101	0	0	0	0	0	0	0	0	0	0
0	0	0	7.64	51.02	99.89	58.97	49.67	37.47	71.9	123.19	153.89	159.02	85.77	37.8	23.47	14.78	9.01	3.16	0.89	2.91	2.15	3.93	2.75	0.44	0.1	0	0	0	0	0	0	0
0	0	0	0	0	7.314	44.144	64.059	108.155	148.422	183.626	137.304	71.048	22.51	14	9.151	9.283	13.347	35.49	33.316	28.17	21.146	16.519	12.682	11.199	5.753	2.51	0.499	0.353	0	0	0	0
3.058	4.789	5.697	9.545	10.846	6.474	17.055	51.002	94.084	124.011	95.979	68.773	81.999	61.754	59.148	49.23	47.998	44.397	26.844	21.748	14.088	12.105	12.031	9.199	6.657	4.96	8.615	9.303	15.692	11.465	8.556	2.429	0.467
